,Unnamed: 0,mesh_area,mesh_rectangularity,mesh_eccentricity,mesh_volume,mesh_a3,mesh_d1,mesh_d2,mesh_d3,mesh_d4,mesh_compactness,mesh_diameter,mesh_convexity,ID,class
302,302,-0.7090986370608828,-0.8337670393952683,0.09508007179438051,-0.5445187989682306,"[0.23956 0.17426 0.1204  0.1122  0.09786 0.07352 0.06246 0.04836 0.04316
 0.02822]","[0.13704888 0.52215624 0.34079488 0.         0.         0.
 0.         0.         0.         0.        ]","[0.13740428 0.30466257 0.21827138 0.20235721 0.11867821 0.01862636
 0.         0.         0.         0.        ]","[1.8578e-01 3.6118e-01 3.1504e-01 1.2136e-01 1.6600e-02 4.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[5.7048e-01 4.1086e-01 1.8600e-02 6.0000e-05 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.08438988053179028,-0.6472097055501985,-0.9153514845350986,1473,cycle
303,303,0.17847673432849379,1.5097206575845672,-0.14796794089684984,-0.003769162863238192,"[0.19148 0.21248 0.14904 0.10992 0.09186 0.0767  0.06328 0.05154 0.03806
 0.01564]","[0.40550459 0.37981651 0.13577982 0.07889908 0.         0.
 0.         0.         0.         0.        ]","[2.18281200e-01 3.63369773e-01 2.14371210e-01 1.24361634e-01
 5.80513884e-02 2.12855091e-02 2.79285030e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","[1.9652e-01 5.3094e-01 2.2088e-01 4.3620e-02 7.6800e-03 3.6000e-04
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[3.9808e-01 5.5400e-01 4.7900e-02 2.0000e-05 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.0862404124790483,0.03372911553146018,1.4685392426462434,658,handheld
304,304,-0.5634267254094236,-0.8914998368006272,-0.20758782704397874,-0.5617814179357608,"[0.14266 0.18422 0.18364 0.1716  0.11908 0.08142 0.05202 0.0347  0.02208
 0.00858]","[0.30041152 0.67541152 0.01903292 0.         0.         0.00514403
 0.         0.         0.         0.        ]","[2.01750887e-01 4.79559686e-01 2.91987397e-01 2.15769952e-02
 1.03697204e-03 2.73202249e-03 1.21644797e-03 1.39592390e-04
 0.00000000e+00 0.00000000e+00]","[0.19074 0.51468 0.25094 0.0347  0.00832 0.00062 0.      0.      0.
 0.     ]","[4.1566e-01 5.1350e-01 6.9140e-02 1.6600e-03 4.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04435375623886269,3.1643418815713753,-1.0169356605691675,1066,plant
305,305,-0.3690522279008408,-0.6555324666498353,-0.15824564570716165,-0.4419680341244904,"[0.19778 0.20092 0.15014 0.11708 0.09692 0.08092 0.05956 0.0496  0.03474
 0.01234]","[0.22467986 0.43655413 0.26949942 0.06926659 0.         0.
 0.         0.         0.         0.        ]","[0.14989528 0.30561484 0.26442605 0.16311958 0.08820185 0.0287424
 0.         0.         0.         0.        ]","[0.10574 0.4142  0.3557  0.10758 0.01678 0.      0.      0.      0.
 0.     ]","[0.25308 0.6015  0.14392 0.0015  0.      0.      0.      0.      0.
 0.     ]",-0.08536237575618255,-0.574979213173125,-0.6375362757622668,249,human
306,306,-0.7513443461483713,-0.8734388743557594,-0.10916246408564252,-0.5626733441679017,"[0.20396 0.18388 0.13358 0.12726 0.1125  0.07808 0.05696 0.04428 0.03686
 0.02264]","[0.05260618 0.50627413 0.36583012 0.07528958 0.         0.
 0.         0.         0.         0.        ]","[0.13648964 0.25710468 0.24681411 0.20505355 0.12169196 0.03284606
 0.         0.         0.         0.        ]","[0.13528 0.31852 0.3241  0.17422 0.04568 0.0022  0.      0.      0.
 0.     ]","[0.40938 0.4829  0.10138 0.00634 0.      0.      0.      0.      0.
 0.     ]",-0.07833456237582662,-0.351154790756875,-0.9909299456308499,1474,cycle
307,307,-0.765541682422167,-0.08264435153728543,0.1045530527686709,-0.49793214836382105,"[0.34948 0.1332  0.05982 0.05896 0.07136 0.06216 0.05702 0.0708  0.08474
 0.05246]","[0.26818951 0.55668359 0.07021997 0.10490694 0.         0.
 0.         0.         0.         0.        ]","[0.32608652 0.20789038 0.23040868 0.11582265 0.06831282 0.05147895
 0.         0.         0.         0.        ]","[0.3544  0.51448 0.12306 0.00806 0.      0.      0.      0.      0.
 0.     ]","[7.5900e-01 2.4046e-01 5.4000e-04 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.08655418695703702,-0.6422148542447046,0.25577017400377383,659,gun
308,308,-0.7256963896483694,-0.8798810246746325,-0.20725451002468098,-0.5539307060076741,"[0.1187  0.19054 0.18934 0.16208 0.11748 0.08554 0.05978 0.04184 0.02624
 0.00846]","[0.31409002 0.55528376 0.11497065 0.01125245 0.00440313 0.
 0.         0.         0.         0.        ]","[1.60686863e-01 4.15169223e-01 2.97979697e-01 9.56303225e-02
 2.16589218e-02 8.69547875e-03 1.79493827e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","[1.3184e-01 4.6114e-01 3.2444e-01 7.5160e-02 7.0400e-03 3.8000e-04
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[3.1146e-01 5.4822e-01 1.3254e-01 7.6600e-03 1.2000e-04 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.08270055136200312,0.05593697772007116,-1.0078234060250995,1067,plant
309,309,-0.7356831091042803,-0.7766519975629499,-0.20712394482431715,-0.4271436529898466,"[0.16478 0.15784 0.17374 0.14412 0.11518 0.09158 0.0699  0.0485  0.02544
 0.00892]","[0.58847078 0.25780624 0.11208967 0.04003203 0.00160128 0.
 0.         0.         0.         0.        ]","[3.31252618e-01 3.36996191e-01 2.17039268e-01 8.90054444e-02
 2.30740083e-02 2.51281335e-03 1.19657779e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","[4.8378e-01 3.2714e-01 1.5288e-01 3.2480e-02 3.5600e-03 1.6000e-04
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[5.517e-01 3.570e-01 8.462e-02 6.640e-03 4.000e-05 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00]",-0.08666882661077907,1.585522838268734,-0.9192455835642466,25,arthropod
310,310,-0.4914971721629806,-0.7015735341073037,-0.06665281846543297,-0.5024303500807635,"[0.22096 0.17486 0.14108 0.11806 0.10586 0.06986 0.0593  0.05102 0.03742
 0.02158]","[0.14353499 0.55575326 0.28291815 0.01779359 0.         0.
 0.         0.         0.         0.        ]","[0.18472798 0.22148213 0.31646857 0.18536615 0.07965061 0.01230456
 0.         0.         0.         0.        ]","[0.20386 0.32136 0.29862 0.16548 0.01068 0.      0.      0.      0.
 0.     ]","[4.4904e-01 4.8908e-01 6.1440e-02 4.4000e-04 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.08436052139427629,-0.2854199720548596,-0.6678701119573727,1475,cycle
311,311,-0.06712709604686434,-0.030322951667456095,-0.18410387167889317,-0.1498849897472116,"[0.18368 0.19612 0.13778 0.1252  0.10796 0.08472 0.06728 0.04872 0.0359
 0.01264]","[0.17022472 0.64325843 0.13202247 0.05449438 0.         0.
 0.         0.         0.         0.        ]","[0.21767744 0.35149473 0.16883713 0.18128153 0.06954111 0.01116806
 0.         0.         0.         0.        ]","[1.7794e-01 4.6166e-01 3.1096e-01 4.9360e-02 8.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[3.5448e-01 5.6610e-01 7.9160e-02 2.6000e-04 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.0862969204171122,-0.6373117676264958,0.3692362809030126,66,underwater_creature
312,312,-0.5756117259022204,-0.8927843877770784,-0.20735210444324753,-0.5534062013694879,"[0.11186 0.18864 0.2055  0.1655  0.12154 0.08714 0.06036 0.03614 0.01842
 0.0049 ]","[0.07868383 0.58082976 0.30758226 0.03290415 0.         0.
 0.         0.         0.         0.        ]","[8.77109010e-02 2.73702684e-01 3.53057317e-01 2.04100355e-01
 6.69698058e-02 1.44389933e-02 1.99433609e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","[0.07524 0.26964 0.40598 0.20962 0.03728 0.00224 0.      0.      0.
 0.     ]","[0.1571  0.43494 0.34444 0.0619  0.00162 0.      0.      0.      0.
 0.     ]",-0.0717813183661582,0.26403316121128834,-1.024769924323183,1068,plant
313,313,-0.5637775972292974,-0.31821658218340354,-0.01824142921665984,-0.3902787747394644,"[0.25644 0.14528 0.1218  0.09028 0.08678 0.07982 0.0711  0.06588 0.05708
 0.02554]","[0.12414519 0.51025776 0.23619148 0.12940558 0.         0.
 0.         0.         0.         0.        ]","[0.20562779 0.263541   0.20592693 0.14352664 0.12037332 0.06100431
 0.         0.         0.         0.        ]","[0.14598 0.39832 0.30324 0.11914 0.03332 0.      0.      0.      0.
 0.     ]","[0.37346 0.57354 0.053   0.      0.      0.      0.      0.      0.
 0.     ]",-0.08651337488149978,-0.5724912663665771,-0.18679961864264177,250,human
314,314,-0.6822987374196249,-0.8277158122278497,-0.038011580949817755,-0.5407232642699861,"[0.21052 0.18036 0.13404 0.1118  0.09672 0.07556 0.05868 0.05678 0.05048
 0.02506]","[0.20777643 0.463548   0.31956258 0.009113   0.         0.
 0.         0.         0.         0.        ]","[0.16516762 0.28404762 0.30143789 0.15667192 0.08174621 0.01092874
 0.         0.         0.         0.        ]","[0.16026 0.39132 0.30998 0.11608 0.02186 0.0005  0.      0.      0.
 0.     ]","[5.1008e-01 4.6576e-01 2.3900e-02 2.6000e-04 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.08428450733853818,-0.6107150105628397,-0.9150537155755164,1476,cycle
315,315,-0.8318548069965379,-0.9009280109621305,-0.04861636301708557,-0.575073135734615,"[0.23578 0.19334 0.10844 0.08302 0.07182 0.06416 0.06474 0.07704 0.06568
 0.03598]","[0.62406015 0.19210526 0.16804511 0.01578947 0.         0.
 0.         0.         0.         0.        ]","[0.38926001 0.30702507 0.20078167 0.07507627 0.02329059 0.00456639
 0.         0.         0.         0.        ]","[4.1966e-01 4.8250e-01 8.6220e-02 1.1540e-02 8.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[8.0762e-01 1.9230e-01 8.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.07161053865516263,-0.6536496360660965,-1.0378596672635905,660,handheld
316,316,-0.8609656539759163,-0.9024474886500405,-0.20481750455509715,-0.5703718783330594,"[0.1129  0.17902 0.19836 0.16566 0.12602 0.09316 0.06428 0.0372  0.01824
 0.00516]","[0.05392315 0.40200194 0.51985793 0.02260252 0.00161447 0.
 0.         0.         0.         0.        ]","[8.04242509e-02 2.03991308e-01 2.74706434e-01 2.55567296e-01
 1.64277597e-01 2.10131781e-02 1.99366016e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","[3.7000e-02 2.1824e-01 3.7452e-01 2.5994e-01 9.5460e-02 1.4820e-02
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]","[1.1158e-01 4.0978e-01 3.5442e-01 1.1532e-01 8.5400e-03 3.6000e-04
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.07858666590035579,0.1224250336331913,-1.0401549338714986,1069,plant
317,317,-0.7049334440867723,-0.4161446934608212,-0.06753817171087073,-0.41986579385792727,"[0.2366  0.16908 0.12184 0.08726 0.08248 0.0692  0.06552 0.06754 0.06456
 0.03592]","[0.2765237  0.42437923 0.21162528 0.08747178 0.         0.
 0.         0.         0.         0.        ]","[0.2033459  0.30848837 0.25764192 0.13329744 0.06627983 0.03094654
 0.         0.         0.         0.        ]","[1.9222e-01 5.0008e-01 2.4542e-01 5.4760e-02 7.5000e-03 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[4.6782e-01 5.0824e-01 2.3920e-02 2.0000e-05 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.0866473497474337,-0.5807176337828737,-0.3429766937116125,251,human
318,318,-0.7097441170627709,-0.8406473551751373,-0.1229997646020113,-0.5351290443607571,"[0.22148 0.19086 0.14338 0.11894 0.09082 0.07062 0.05826 0.04734 0.03854
 0.01976]","[0.18072289 0.41422834 0.3935743  0.01147447 0.         0.
 0.         0.         0.         0.        ]","[0.13004547 0.25825622 0.27754068 0.20804084 0.10116863 0.02494815
 0.         0.         0.         0.        ]","[0.13916 0.36936 0.30944 0.14562 0.03294 0.00348 0.      0.      0.
 0.     ]","[3.9786e-01 5.1860e-01 7.8980e-02 4.4800e-03 8.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.08536788804304885,-0.413289815134358,-0.9298675895332656,1477,cycle
319,319,-0.181102786796885,1.9843474838774564,-0.058611244549622625,-0.18776757454515883,"[0.23094 0.19234 0.13454 0.10524 0.0884  0.07116 0.0604  0.0563  0.04358
 0.0171 ]","[0.35119048 0.50372024 0.08705357 0.05803571 0.         0.
 0.         0.         0.         0.        ]","[0.26439028 0.34159719 0.22031194 0.08309067 0.0748534  0.01575651
 0.         0.         0.         0.        ]","[0.26558 0.51762 0.16942 0.0377  0.00968 0.      0.      0.      0.
 0.     ]","[0.58618 0.40894 0.00488 0.      0.      0.      0.      0.      0.
 0.     ]",-0.08638169539743694,-0.6363523378922878,1.9192561953492562,661,gun
320,320,-0.4856789475245393,0.1676507073918417,-0.15912881271064583,-0.12647295328589062,"[0.17838 0.20008 0.14974 0.1211  0.1012  0.08438 0.06868 0.05184 0.03354
 0.01106]","[0.1498406  0.4229543  0.41764081 0.00956429 0.         0.
 0.         0.         0.         0.        ]","[1.31385842e-01 2.51385842e-01 2.88673978e-01 2.07078764e-01
 8.53639083e-02 3.59720837e-02 1.39581256e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","[0.08468 0.33616 0.3592  0.16134 0.05346 0.00516 0.      0.      0.
 0.     ]","[0.22404 0.55434 0.21664 0.00498 0.      0.      0.      0.      0.
 0.     ]",-0.08667946628315297,0.08396043832212127,0.18327490724795417,107,quadruped
321,321,-0.4401982565110618,-0.3784424251331535,-0.15399149877571722,-0.2598168501737628,"[0.17916 0.1729  0.15002 0.12946 0.0975  0.08058 0.06904 0.06328 0.04448
 0.01358]","[0.19476268 0.4386252  0.31751227 0.04909984 0.         0.
 0.         0.         0.         0.        ]","[0.14980556 0.28878253 0.2552398  0.19575232 0.09358859 0.01683119
 0.         0.         0.         0.        ]","[0.08828 0.39508 0.34582 0.1232  0.04474 0.00288 0.      0.      0.
 0.     ]","[0.26918 0.57804 0.15128 0.0015  0.      0.      0.      0.      0.
 0.     ]",-0.08657333857738449,-0.6580442501901979,-0.236802198695529,252,human
322,322,-0.6216705953982047,-0.8554932844390609,0.011999433735665276,-0.5573409841083796,"[0.22466 0.1712  0.1366  0.11118 0.09216 0.06836 0.06162 0.05268 0.0481
 0.03344]","[0.21900826 0.40082645 0.35330579 0.0268595  0.         0.
 0.         0.         0.         0.        ]","[0.16132442 0.28931884 0.24543732 0.18705495 0.10168545 0.01517902
 0.         0.         0.         0.        ]","[0.19946 0.36348 0.28998 0.12234 0.0236  0.00114 0.      0.      0.
 0.     ]","[5.7554e-01 3.8474e-01 3.9460e-02 2.6000e-04 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.07120942519833749,-0.49166488491905463,-0.9769069936026986,1478,cycle
323,323,-0.07138516828718439,1.8671764553198718,-0.017594521164924992,-0.046256948503761025,"[0.2139  0.17396 0.1322  0.10124 0.09038 0.08332 0.06786 0.06276 0.05242
 0.02196]","[0.31449188 0.40469032 0.22429345 0.05652435 0.         0.
 0.         0.         0.         0.        ]","[0.19163958 0.27590196 0.26955984 0.16196326 0.08510002 0.01583534
 0.         0.         0.         0.        ]","[0.17248 0.4747  0.24718 0.07906 0.02348 0.0031  0.      0.      0.
 0.     ]","[0.45842 0.51022 0.03136 0.      0.      0.      0.      0.      0.
 0.     ]",-0.08645915402426459,-0.2289481095814751,2.3311822045910193,662,handheld
324,324,-0.8610970624276045,-0.8682375012630928,-0.20172871372402015,-0.5640481666054566,"[0.14816 0.18654 0.18122 0.15498 0.12204 0.08388 0.05388 0.03462 0.02208
 0.0126 ]","[0.49664992 0.45226131 0.0360134  0.01507538 0.         0.
 0.         0.         0.         0.        ]","[0.2572648  0.53435449 0.16986777 0.02935838 0.00753904 0.00161551
 0.         0.         0.         0.        ]","[2.8158e-01 5.5770e-01 1.4792e-01 1.2700e-02 1.0000e-04 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[5.3860e-01 4.3066e-01 3.0660e-02 8.0000e-05 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.08511322303384367,-0.5464147980032226,-0.9759895328250552,1070,plant
325,325,-0.5067830297090646,-0.7203227587570972,-0.09665415309099408,-0.5018020249731885,"[0.24652 0.1846  0.12184 0.0858  0.07576 0.06902 0.0685  0.07098 0.05542
 0.02156]","[0.25051653 0.4411157  0.25568182 0.05268595 0.         0.
 0.         0.         0.         0.        ]","[0.17694579 0.30877249 0.2711932  0.14215901 0.07487932 0.02605019
 0.         0.         0.         0.        ]","[0.13694 0.46226 0.3089  0.08344 0.00846 0.      0.      0.      0.
 0.     ]","[3.5758e-01 6.0138e-01 4.1020e-02 2.0000e-05 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.08461079653320484,-0.5459659266747714,-0.7349038828002589,253,human
326,326,-0.08436645754828298,-0.8529378018103884,-0.10399814107074241,-0.5388452819295079,"[0.231   0.2031  0.1299  0.09478 0.08082 0.07024 0.0621  0.05862 0.04884
 0.0206 ]","[0.27346278 0.4368932  0.28640777 0.00323625 0.         0.
 0.         0.         0.         0.        ]","[0.17245507 0.33082647 0.25847314 0.15647629 0.07241317 0.00935586
 0.         0.         0.         0.        ]","[1.4220e-01 4.9238e-01 2.8266e-01 7.3420e-02 9.2400e-03 1.0000e-04
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[4.7724e-01 5.0444e-01 1.8240e-02 8.0000e-05 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.02963582941539762,-0.5272938930919743,-0.9437355109919149,1479,cycle
327,327,-0.08565459365351527,2.097292909625818,0.07098267525731194,-0.13075201924498034,"[0.26432 0.18142 0.10922 0.07782 0.06732 0.06912 0.06592 0.06766 0.06338
 0.03382]","[0.27750138 0.41625207 0.2763958  0.02985075 0.         0.
 0.         0.         0.         0.        ]","[0.2355123  0.3157181  0.22360707 0.14206517 0.07274758 0.01034978
 0.         0.         0.         0.        ]","[0.22056 0.48058 0.23594 0.0503  0.01262 0.      0.      0.      0.
 0.     ]","[0.63722 0.3583  0.00448 0.      0.      0.      0.      0.      0.
 0.     ]",-0.08635888805273456,-0.3152362835935796,2.0628465633507953,663,gun
328,328,-0.8265127786144639,-0.8964342804522113,-0.20683618562904887,-0.5670786760770694,"[0.1241  0.19712 0.18182 0.15478 0.11762 0.08584 0.06352 0.04384 0.02326
 0.0081 ]","[0.13737565 0.49123638 0.36144008 0.00994789 0.         0.
 0.         0.         0.         0.        ]","[0.09783975 0.28039415 0.3413919  0.20160373 0.06981429 0.00895618
 0.         0.         0.         0.        ]","[0.0926  0.29644 0.37268 0.20474 0.0331  0.00044 0.      0.      0.
 0.     ]","[0.22008 0.49424 0.24498 0.03976 0.00094 0.      0.      0.      0.
 0.     ]",-0.08052842700198369,-0.44857767650124253,-1.0323495117471042,1071,plant
329,329,-0.6641075234148595,-0.8851013624296157,-0.028009473849558167,-0.5709828221724863,"[0.29118 0.1861  0.1108  0.07826 0.0622  0.05762 0.05746 0.06522 0.0592
 0.03196]","[0.28725314 0.46977858 0.20227409 0.0406942  0.         0.
 0.         0.         0.         0.        ]","[0.23770197 0.32377818 0.25635348 0.11809296 0.04949132 0.01458209
 0.         0.         0.         0.        ]","[0.21222 0.57    0.19098 0.02538 0.00142 0.      0.      0.      0.
 0.     ]",[0.5338 0.4599 0.0063 0.     0.     0.     0.     0.     0.     0.    ],0.04801337244622142,-0.6108944017885027,-1.0141900935659522,254,human
330,330,-0.6036043568389852,-0.8652232583772157,-0.06600247131998621,-0.5625431893205838,"[0.2193  0.19318 0.13266 0.09796 0.07466 0.07026 0.06996 0.06536 0.05284
 0.02382]","[0.16558089 0.48208469 0.29153094 0.06080347 0.         0.
 0.         0.         0.         0.        ]","[0.17735985 0.25825173 0.3000339  0.13679424 0.09168146 0.03587882
 0.         0.         0.         0.        ]","[0.19222 0.40144 0.28802 0.1147  0.00362 0.      0.      0.      0.
 0.     ]","[0.49414 0.4844  0.02146 0.      0.      0.      0.      0.      0.
 0.     ]",-0.05146615247660524,-0.4918455348127581,-0.9882947346106976,148,human
331,331,-0.23529847159631312,0.1810141254668826,-0.12039486577034605,-0.3743642195834473,"[0.20522 0.19136 0.14226 0.109   0.10102 0.07722 0.06684 0.05218 0.0386
 0.0163 ]","[0.52672148 0.30832477 0.13514902 0.02980473 0.         0.
 0.         0.         0.         0.        ]","[0.28963482 0.39212988 0.19896687 0.09585353 0.01793015 0.00548475
 0.         0.         0.         0.        ]","[0.28584 0.53504 0.1551  0.02212 0.0019  0.      0.      0.      0.
 0.     ]","[0.6448  0.35098 0.00422 0.      0.      0.      0.      0.      0.
 0.     ]",-0.08564929992205059,-0.6566004435817286,0.24523964190453368,664,handheld
332,332,-0.8037822712988553,-0.8879514020569406,-0.2091024982891389,-0.5647024008626459,"[0.14806 0.17586 0.17786 0.16742 0.12812 0.0797  0.04934 0.03402 0.0251
 0.01452]","[0.32079646 0.63053097 0.03466077 0.00737463 0.00663717 0.
 0.         0.         0.         0.        ]","[0.18760596 0.4520813  0.29870156 0.04754971 0.01238606 0.00167541
 0.         0.         0.         0.        ]","[0.2102  0.45612 0.2832  0.04724 0.00324 0.      0.      0.      0.
 0.     ]","[3.9480e-01 4.9502e-01 1.0394e-01 6.2000e-03 4.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.08113938655629403,-0.618129420568113,-1.0098357042593435,1072,plant
333,333,-0.503146347573681,-0.40836278001583415,-0.08034397763541894,-0.39000526584970774,"[0.2566  0.19054 0.11644 0.09392 0.07256 0.05856 0.0617  0.06718 0.05726
 0.02524]","[0.30862069 0.41609195 0.23850575 0.03678161 0.         0.
 0.         0.         0.         0.        ]","[0.21957836 0.3199633  0.24638491 0.13758302 0.06893113 0.00755929
 0.         0.         0.         0.        ]","[1.6244e-01 4.9718e-01 2.2882e-01 8.3700e-02 2.4160e-02 3.5200e-03
 1.8000e-04 0.0000e+00 0.0000e+00 0.0000e+00]","[0.48712 0.479   0.03388 0.      0.      0.      0.      0.      0.
 0.     ]",-0.08640036790688226,-0.6360362262910161,-0.16387829770903936,255,human
334,334,0.206168471239348,0.4027812615397592,-0.16955824487585897,0.3395854230839766,"[0.16108 0.1943  0.1472  0.12588 0.11008 0.09106 0.06982 0.05178 0.0352
 0.0136 ]","[0.10661345 0.4663626  0.42303307 0.00399088 0.         0.
 0.         0.         0.         0.        ]","[1.26331326e-01 2.94746500e-01 2.39479038e-01 2.00426822e-01
 1.22442060e-01 1.65543101e-02 1.99449519e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","[0.06972 0.36854 0.39414 0.14574 0.02114 0.00072 0.      0.      0.
 0.     ]","[0.21924 0.59942 0.17652 0.00482 0.      0.      0.      0.      0.
 0.     ]",-0.08653357336542836,-0.10237858841560543,0.6558484261448438,1480,cycle
335,335,-0.4533272934688786,0.7104029233007019,-0.15180092948973717,-0.14912517863014726,"[0.1838  0.17106 0.14248 0.121   0.11764 0.09596 0.06552 0.04922 0.03772
 0.0156 ]","[0.21049869 0.59212598 0.10918635 0.08818898 0.         0.
 0.         0.         0.         0.        ]","[0.20360583 0.25143096 0.28190503 0.15005684 0.07885762 0.03370495
 0.00043876 0.         0.         0.        ]","[0.14698 0.44158 0.27266 0.10528 0.02212 0.01138 0.      0.      0.
 0.     ]","[0.33664 0.54828 0.11172 0.00336 0.      0.      0.      0.      0.
 0.     ]",-0.08665741765243755,0.29581962337096585,0.8696981809500257,665,gun
336,336,-0.7954844297263899,-0.8972668768179946,-0.21046245258203516,-0.5621697272374198,"[0.10408 0.2067  0.21248 0.17254 0.12442 0.07878 0.04934 0.03016 0.01688
 0.00462]","[0.11251901 0.50380132 0.37911809 0.00456158 0.         0.
 0.         0.         0.         0.        ]","[0.07531514 0.28699936 0.35898356 0.21826632 0.05766316 0.00277246
 0.         0.         0.         0.        ]","[0.0484  0.26048 0.40456 0.2434  0.04248 0.00068 0.      0.      0.
 0.     ]","[0.14248 0.45096 0.33322 0.07142 0.00192 0.      0.      0.      0.
 0.     ]",-0.08255050527980938,-0.4000419287541048,-1.0335674421194405,1073,plant
337,337,-0.7131433354580821,-0.881454367772177,-0.20073680015075004,-0.5564152575067127,"[0.20578 0.18888 0.15098 0.10816 0.07926 0.08532 0.07366 0.05338 0.03998
 0.0146 ]","[0.32254401 0.49801249 0.15616127 0.01873935 0.00454287 0.
 0.         0.         0.         0.        ]","[0.26061464 0.32963724 0.23837824 0.13778593 0.0247891  0.00811679
 0.00067806 0.         0.         0.        ]","[2.6612e-01 5.0900e-01 1.7626e-01 4.3540e-02 5.0600e-03 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[0.51348 0.44118 0.04154 0.0038  0.      0.      0.      0.      0.
 0.     ]",-0.08080081378661055,0.7142295574448906,-0.9812963956225771,256,human
338,338,-0.048258646088212384,-0.6098324734436129,-0.1186799268931583,-0.4956911348589203,"[0.18104 0.20564 0.15778 0.1185  0.0922  0.0762  0.0617  0.05282 0.03834
 0.01578]","[0.39794168 0.44539737 0.13321898 0.02344197 0.         0.
 0.         0.         0.         0.        ]","[0.23602138 0.40071389 0.23534338 0.09795007 0.02700008 0.00297121
 0.         0.         0.         0.        ]","[2.3056e-01 5.1870e-01 2.1514e-01 3.5440e-02 1.6000e-04 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[0.47806 0.51028 0.01166 0.      0.      0.      0.      0.      0.
 0.     ]",-0.07320282226189734,-0.6452329487244308,-0.580777923842477,666,handheld
339,339,-0.24919056419455535,-0.12231210583761329,-0.1243404843773488,-0.19055662217616814,"[0.19842 0.20782 0.1299  0.10722 0.09518 0.0783  0.06598 0.05734 0.04476
 0.01508]","[0.16381418 0.45574572 0.37848411 0.00195599 0.         0.
 0.         0.         0.         0.        ]","[0.17460317 0.30162718 0.23271117 0.18519183 0.09394193 0.0119247
 0.         0.         0.         0.        ]","[0.122   0.4343  0.30556 0.12674 0.0114  0.      0.      0.      0.
 0.     ]","[3.3682e-01 6.0132e-01 6.1400e-02 4.6000e-04 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.08646200457276884,-0.43228523352834725,0.23206422982279992,1481,cycle
